payment_id,order_id,payment_date,payment_method,payment_status,amount_paid,transaction_fee,refund_amount
PAY1000403,ORD1000403,10/14/2025,UPI,Success,44166.36,0,0
PAY1000404,ORD1000404,9/1/2023,Credit Card,Success,10878.63,163.18,0
PAY1000405,ORD1000405,2/24/2024,Cash on Delivery,Success,669.38,0,
PAY1000406,ORD1000406,4/16/2023,,Success,9356.55,0,
PAY1000407,ORD1000407,7/20/2025,UPI,Success,3361.26,0,0
PAY1000408,ORD1000408,4/26/2023,Credit Card,Refunded,26632.2,399.48,26632.2
PAY1000409,ORD1000409,1/7/2025,Debit Card,Success,,0,0
PAY1000410,ORD1000410,11/10/2023,,Success,,0,0
PAY1000411,ORD1000411,,UPI,Success,9208.08,0,
PAY1000412,ORD1000412,9/29/2025,Cash on Delivery,Not Charged,,0,0
PAY1000413,ORD1000413,7/2/2023,,,5796.32,86.94,0
PAY1000414,ORD1000414,,UPI,Success,836.33,0,
PAY1000415,ORD1000415,5/8/2023,Debit Card,,5550.62,0,0
PAY1000416,ORD1000416,,UPI,Success,13370.65,0,
PAY1000417,ORD1000417,2/5/2024,Pay Later,Success,1969.8,,0
PAY1000418,ORD1000418,1/26/2025,Credit Card,Refunded,,79.38,5291.74
PAY1000419,ORD1000419,,Debit Card,Success,4573.64,0,
PAY1000420,ORD1000420,10/5/2025,UPI,Success,5031.65,0,0
PAY1000421,ORD1000421,3/8/2023,UPI,Success,22206.87,0,0
,ORD1000422,11/8/2023,,Refunded,,0,
PAY1000423,ORD1000423,,,Success,2811.06,14.06,0
PAY1000424,ORD1000424,12/30/2023,Wallet,Success,23180.22,115.9,0
PAY1000425,ORD1000425,9/22/2025,Debit Card,Success,261642.62,0,0
PAY1000426,ORD1000426,,,Success,3115.09,0,
PAY1000427,ORD1000427,,,Success,87297.84,0,0
PAY1000428,ORD1000428,7/18/2023,,Success,38506.23,192.53,0
PAY1000429,ORD1000429,3/11/2024,UPI,Refunded,4273.5,,4273.5
PAY1000430,ORD1000430,3/17/2024,,Success,4999.05,74.99,0
PAY1000431,ORD1000431,11/18/2025,Debit Card,,,0,
PAY1000432,ORD1000432,12/1/2025,,,1506.86,0,0
PAY1000433,ORD1000433,5/20/2024,,Success,6930,0,0
PAY1000434,ORD1000434,,UPI,Success,237008.89,0,
PAY1000435,ORD1000435,12/12/2025,,Success,4903.92,0,0
PAY1000436,ORD1000436,8/22/2025,,Success,96588.71,0,0
PAY1000437,ORD1000437,9/12/2025,,Success,233646.68,0,0
PAY1000438,ORD1000438,,Debit Card,Success,2063.88,0,0
PAY1000439,ORD1000439,9/25/2023,Debit Card,Success,1974,0,0
PAY1000440,ORD1000440,12/1/2024,Debit Card,Failed,0,0,0
PAY1000441,ORD1000441,4/10/2025,Debit Card,Success,,0,0
PAY1000442,ORD1000442,7/30/2025,UPI,Success,14255.96,0,0
PAY1000443,ORD1000443,,Wallet,Success,,679.23,
PAY1000444,ORD1000444,7/16/2023,EMI,Success,48768.62,731.53,0
PAY1000445,ORD1000445,3/4/2024,UPI,Success,2184.52,0,0
PAY1000446,ORD1000446,6/24/2024,EMI,Success,4751.78,71.28,0
PAY1000447,ORD1000447,8/7/2024,Credit Card,Success,394.74,5.92,
PAY1000448,ORD1000448,,,,112541.99,1688.13,0
PAY1000449,ORD1000449,11/3/2023,,Success,2116.8,0,
PAY1000450,ORD1000450,10/23/2024,,Success,30646.04,0,
PAY1000451,ORD1000451,3/26/2023,,,774.9,0,774.9
PAY1000452,ORD1000452,4/21/2025,,Success,3709.12,0,0
PAY1000453,ORD1000453,,Credit Card,Success,117425.07,,0
,ORD1000454,12/20/2023,Credit Card,Success,533,8,
PAY1000455,ORD1000455,,Credit Card,,558.6,8.38,0
PAY1000456,ORD1000456,8/10/2023,,Success,30436.35,456.55,0
PAY1000457,ORD1000457,,UPI,Success,1219.36,0,
PAY1000458,ORD1000458,4/30/2023,UPI,Success,,0,0
PAY1000459,ORD1000459,1/13/2024,,Success,1150.38,5.75,0
PAY1000460,ORD1000460,,UPI,Success,8902.11,0,0
PAY1000461,ORD1000461,2/29/2024,UPI,Success,31760.5,0,0
PAY1000462,ORD1000462,11/6/2024,,Success,17768.84,0,
PAY1000463,ORD1000463,,Cash on Delivery,,30541.35,0,0
PAY1000464,ORD1000464,9/4/2023,Wallet,Refunded,32584.02,162.92,32584.02
PAY1000465,ORD1000465,10/22/2025,UPI,Success,14843.59,0,0
PAY1000466,ORD1000466,7/29/2025,Cash on Delivery,Success,4493.48,0,0
PAY1000467,ORD1000467,,,Success,655.2,9.83,
PAY1000468,ORD1000468,6/26/2024,UPI,Success,5083,0,0
PAY1000469,ORD1000469,7/22/2023,,Success,37141.44,0,
PAY1000470,ORD1000470,10/27/2025,,Success,5300.4,0,0
PAY1000471,ORD1000471,,UPI,Success,,0,0
PAY1000472,ORD1000472,,Cash on Delivery,Success,,0,0
PAY1000473,ORD1000473,,UPI,Success,,0,
PAY1000474,ORD1000474,3/18/2025,Cash on Delivery,Success,65316.3,0,
PAY1000475,ORD1000475,,Cash on Delivery,,,,0
PAY1000476,ORD1000476,10/27/2023,Credit Card,Success,55640.55,834.61,0
PAY1000477,ORD1000477,,EMI,Refunded,27772.18,416.58,27772.18
PAY1000478,ORD1000478,11/22/2023,,,7496.16,0,0
PAY1000479,ORD1000479,3/16/2024,,Success,3623.55,54.35,0
PAY1000480,ORD1000480,,UPI,Success,44315.46,0,0
,ORD1000481,4/4/2023,,Success,1345.68,,
PAY1000482,ORD1000482,,Debit Card,Success,14363.37,0,0
PAY1000483,ORD1000483,6/25/2025,Cash on Delivery,Not Charged,,0,0
PAY1000484,ORD1000484,10/30/2025,,,49812.74,0,0
PAY1000485,ORD1000485,6/19/2024,Debit Card,,38836.98,0,0
PAY1000486,ORD1000486,,,Failed,0,0,0
PAY1000487,ORD1000487,4/25/2025,UPI,Success,,0,
PAY1000488,ORD1000488,1/23/2025,UPI,,1302,0,0
PAY1000489,ORD1000489,1/4/2024,,Success,,0,0
PAY1000490,ORD1000490,7/11/2025,,Success,13230,0,
PAY1000491,ORD1000491,1/25/2023,UPI,Refunded,3610.37,0,3610.37
PAY1000492,ORD1000492,,UPI,,407,0,
PAY1000493,ORD1000493,,,Success,538.65,0,0
PAY1000494,ORD1000494,11/12/2025,Credit Card,Success,4049.38,60.74,
PAY1000495,ORD1000495,6/22/2023,Cash on Delivery,Not Charged,0,0,0
PAY1000496,ORD1000496,10/4/2024,,Refunded,221130.21,0,221130.21
PAY1000497,ORD1000497,7/19/2024,,Success,1709.56,0,0
PAY1000498,ORD1000498,11/24/2025,UPI,Success,4514.27,0,
PAY1000499,ORD1000499,,,Success,254860.2,0,0
PAY1000500,ORD1000500,10/21/2024,Wallet,Success,16024.68,80.12,0
,ORD1000501,3/29/2025,UPI,Success,2490.08,0,0
PAY1000502,ORD1000502,10/14/2023,,,3005.68,0,0
,ORD1000503,3/6/2023,Net Banking,Failed,0,0,0
PAY1000504,ORD1000504,8/11/2025,,Refunded,33890.01,0,33890.01
PAY1000505,ORD1000505,,Credit Card,Success,3320.1,49.8,
PAY1000506,ORD1000506,8/1/2023,Credit Card,Success,37515.35,562.73,0
PAY1000507,ORD1000507,3/8/2025,Debit Card,,60594.34,0,0
PAY1000508,ORD1000508,,,,5710.95,0,
PAY1000509,ORD1000509,2/8/2024,,Success,,281.65,0
PAY1000510,ORD1000510,9/4/2024,Cash on Delivery,,,0,
PAY1000511,ORD1000511,11/13/2024,,Success,35466.06,0,0
PAY1000512,ORD1000512,12/24/2025,Debit Card,Success,5735.62,0,0
PAY1000513,ORD1000513,10/5/2024,,Success,20366.43,0,
PAY1000514,ORD1000514,3/29/2023,,Refunded,2567.88,38.52,2567.88
PAY1000515,ORD1000515,,,Success,41790,,0
,ORD1000516,11/18/2024,,Success,1503.6,22.55,0
PAY1000517,ORD1000517,10/14/2024,,Refunded,24121.12,0,
PAY1000518,ORD1000518,8/27/2025,,Success,2898,,0
PAY1000519,ORD1000519,11/5/2024,UPI,,15809.96,0,0
PAY1000520,ORD1000520,11/11/2024,UPI,Success,3762.99,0,0
PAY1000521,ORD1000521,11/19/2023,,Success,9071,45.36,0
PAY1000522,ORD1000522,10/1/2025,,Success,12768.32,191.52,0
PAY1000523,ORD1000523,7/26/2024,UPI,Success,4480.56,0,
PAY1000524,ORD1000524,,Credit Card,,81444.62,1221.67,0
PAY1000525,ORD1000525,,Cash on Delivery,Success,8115.56,0,0
PAY1000526,,12/20/2025,Wallet,,27733.76,138.67,
PAY1000527,ORD1000527,12/1/2025,Wallet,Success,24192,120.96,0
PAY1000528,ORD1000528,12/17/2025,UPI,Success,196479.99,0,0
PAY1000529,ORD1000529,,UPI,Refunded,4842.81,0,4842.81
PAY1000530,ORD1000530,12/16/2025,,Success,91971.18,0,0
PAY1000531,ORD1000531,8/12/2025,UPI,Success,11151,,
PAY1000532,ORD1000532,3/12/2025,Cash on Delivery,Success,22966.96,0,0
PAY1000533,ORD1000533,12/31/2025,Credit Card,,207889.03,3118.34,0
PAY1000534,ORD1000534,7/25/2025,,Success,3020.85,0,0
PAY1000535,ORD1000535,10/15/2024,UPI,,4401.81,0,0
PAY1000536,ORD1000536,,Cash on Delivery,Refunded,,0,49103.25
PAY1000537,ORD1000537,,,Success,1146.6,17.2,0
PAY1000538,ORD1000538,7/22/2023,UPI,Success,42523.43,0,0
PAY1000539,ORD1000539,10/21/2025,UPI,,3731.49,0,
PAY1000540,ORD1000540,11/16/2025,Cash on Delivery,Not Charged,0,0,0
PAY1000541,ORD1000541,7/23/2023,Cash on Delivery,,433.38,0,0
,ORD1000542,11/17/2023,UPI,Success,6174.74,0,0
PAY1000543,ORD1000543,3/16/2025,UPI,Success,614.25,0,0
PAY1000544,ORD1000544,5/3/2024,,Success,40821.17,,0
PAY1000545,ORD1000545,2/24/2023,UPI,Success,14437.5,0,
PAY1000546,ORD1000546,,,Success,23171.08,347.57,0
PAY1000547,ORD1000547,6/20/2023,,Success,1416.45,7.08,
,ORD1000548,,,Success,48268.71,724.03,0
PAY1000549,ORD1000549,1/22/2025,Cash on Delivery,Success,647.22,0,0
PAY1000550,ORD1000550,5/12/2025,UPI,Success,1974.1,0,0
PAY1000551,ORD1000551,11/23/2025,,,1559.25,7.8,
PAY1000552,ORD1000552,3/22/2024,,Success,2617.02,0,0
PAY1000553,ORD1000553,11/9/2024,,Success,2056.48,30.85,0
PAY1000554,ORD1000554,12/28/2025,,Success,3134.25,0,0
PAY1000555,ORD1000555,3/6/2024,,Success,24347.4,0,0
PAY1000556,ORD1000556,,Credit Card,Success,200.2,3,0
PAY1000557,ORD1000557,,Credit Card,Success,1705.2,25.58,0
PAY1000558,ORD1000558,7/13/2025,Debit Card,Success,29416.59,0,0
PAY1000559,ORD1000559,11/15/2025,UPI,Success,56114.1,0,0
PAY1000560,ORD1000560,6/19/2023,Cash on Delivery,Success,1077.3,0,0
PAY1000561,ORD1000561,6/1/2024,,Success,18854.01,0,0
PAY1000562,ORD1000562,,,Success,8788.5,,0
PAY1000563,ORD1000563,,,Success,850.5,0,0
PAY1000564,ORD1000564,7/22/2024,UPI,Success,242988.9,0,0
PAY1000565,ORD1000565,9/2/2025,Net Banking,Success,36125.46,0,0
PAY1000566,ORD1000566,6/27/2023,UPI,Refunded,2613.45,0,2613.45
PAY1000567,ORD1000567,7/31/2023,,Success,6783,101.74,0
PAY1000568,ORD1000568,11/19/2023,EMI,Success,,219.02,0
PAY1000569,ORD1000569,12/20/2025,Cash on Delivery,Success,621.6,0,
PAY1000570,ORD1000570,6/6/2023,,,30342.27,0,0
PAY1000571,ORD1000571,,Cash on Delivery,Success,2666.58,0,0
PAY1000572,ORD1000572,6/4/2023,Cardless EMI,Success,23923.62,358.85,
PAY1000573,ORD1000573,5/9/2024,,Success,17517.88,0,
,ORD1000574,12/4/2024,EMI,Success,12164.04,182.46,0
PAY1000575,ORD1000575,12/28/2025,,Success,25820.55,0,0
PAY1000576,ORD1000576,3/10/2025,,Refunded,1982.4,29.74,1982.4
PAY1000577,ORD1000577,12/20/2025,Debit Card,Success,44098.43,0,0
PAY1000578,ORD1000578,,EMI,Success,4742.96,71.14,0
PAY1000579,ORD1000579,12/25/2025,,Success,29568.52,,0
PAY1000580,ORD1000580,11/14/2024,,Success,56051.1,280.26,0
PAY1000581,ORD1000581,12/23/2025,Cash on Delivery,,49528.6,0,0
PAY1000582,ORD1000582,6/17/2025,,,31887.29,478.31,0
PAY1000583,ORD1000583,11/15/2024,Cash on Delivery,Success,13716.04,0,0
PAY1000584,ORD1000584,3/4/2024,Wallet,Success,,75.45,
,ORD1000585,3/5/2024,EMI,Success,5897.43,88.46,0
PAY1000586,ORD1000586,8/4/2023,,Success,6153.21,0,
PAY1000587,ORD1000587,1/24/2025,,Success,41265.21,618.98,0
PAY1000588,,,,Success,2858.42,0,0
PAY1000589,ORD1000589,10/28/2023,,Success,,0,
PAY1000590,ORD1000590,1/14/2024,Cash on Delivery,Success,7710.78,0,0
,ORD1000591,,Net Banking,Success,4684.78,0,0
PAY1000592,ORD1000592,10/17/2025,Wallet,Refunded,,108.2,21640.5
PAY1000593,,8/29/2023,,Success,43331.61,0,0
PAY1000594,ORD1000594,,Wallet,Failed,0,0,0
PAY1000595,ORD1000595,4/2/2025,Debit Card,Success,14074.2,0,0
PAY1000596,ORD1000596,8/31/2024,Debit Card,Success,,0,0
,ORD1000597,11/16/2024,Net Banking,Success,28896.21,0,0
PAY1000598,ORD1000598,12/6/2025,Credit Card,,14811.93,222.18,0
PAY1000599,,3/7/2025,,Not Charged,0,0,0
PAY1000600,ORD1000600,,UPI,Success,1249.5,0,
PAY1000601,ORD1000601,6/26/2023,UPI,Success,3082.7,0,0
PAY1000602,ORD1000602,,Credit Card,Success,11132.1,166.98,0
PAY1000603,ORD1000603,7/16/2024,UPI,Refunded,22085.28,0,22085.28
PAY1000604,ORD1000604,4/15/2023,,Success,3638.67,18.19,0
PAY1000605,ORD1000605,1/22/2025,UPI,Success,6636,0,0
PAY1000606,ORD1000606,12/28/2025,Debit Card,Success,21889.19,0,0
PAY1000607,ORD1000607,,Credit Card,Refunded,3067.47,46.01,3067.47
PAY1000608,ORD1000608,2/14/2023,UPI,Success,1799.49,0,
PAY1000609,ORD1000609,,UPI,,11512.15,0,0
PAY1000610,ORD1000610,12/30/2025,,Refunded,1433.25,0,
PAY1000611,ORD1000611,11/9/2025,Credit Card,Success,13482,202.23,0
PAY1000612,ORD1000612,3/10/2025,Gift Card,Success,17840.66,0,0
PAY1000613,ORD1000613,11/14/2025,,Refunded,2528.4,,
PAY1000614,ORD1000614,7/10/2024,,Success,5223.96,78.36,0
PAY1000615,ORD1000615,12/14/2025,Debit Card,Success,22460.39,0,
PAY1000616,ORD1000616,3/27/2023,,Success,2137.28,0,0
PAY1000617,ORD1000617,,,Refunded,42623.18,0,42623.18
PAY1000618,ORD1000618,10/15/2025,,Success,163653.63,0,0
PAY1000619,ORD1000619,8/6/2023,,Success,25911.9,129.56,0
PAY1000620,ORD1000620,,,Success,14751.14,0,0
PAY1000621,ORD1000621,11/25/2025,,,1174.85,0,1174.85
PAY1000622,ORD1000622,,,Success,38069.8,0,0
PAY1000623,ORD1000623,4/4/2024,,Success,1984.5,0,0
PAY1000624,ORD1000624,1/31/2025,,Success,27271.65,409.07,0
,ORD1000625,3/19/2025,Net Banking,Success,,0,0
PAY1000626,ORD1000626,10/3/2023,Credit Card,,39167.89,587.52,0
PAY1000627,ORD1000627,6/25/2025,Wallet,Success,696.15,3.48,
PAY1000628,ORD1000628,3/27/2023,,Success,2856.42,0,0
PAY1000629,ORD1000629,,UPI,Success,14483.7,,
,,,EMI,Success,4982.62,74.74,0
PAY1000631,ORD1000631,4/17/2025,UPI,Success,22235.17,0,0
PAY1000632,ORD1000632,4/6/2025,,Success,40724.78,,0
PAY1000633,ORD1000633,,Debit Card,Refunded,,0,26508.3
PAY1000634,ORD1000634,1/6/2025,,Success,17248.56,0,0
PAY1000635,ORD1000635,12/30/2024,,Refunded,38688.2,,38688.2
PAY1000636,ORD1000636,,,Success,31408.12,0,0
PAY1000637,ORD1000637,8/8/2024,,Success,379.75,5.7,0
PAY1000638,ORD1000638,11/6/2025,Credit Card,Success,9091.06,136.37,0
,ORD1000639,,,Success,8679.93,0,0
PAY1000640,ORD1000640,11/15/2025,Net Banking,Success,7484.4,0,
PAY1000641,ORD1000641,11/3/2024,Debit Card,Success,14458.5,0,0
,ORD1000642,,Cash on Delivery,Success,1088.85,0,
PAY1000643,ORD1000643,2/5/2025,Net Banking,Success,3178.66,0,0
PAY1000644,ORD1000644,6/24/2023,Cash on Delivery,Success,2992.6,0,0
PAY1000645,ORD1000645,6/23/2024,,Refunded,2384.02,0,2384.02
PAY1000646,ORD1000646,,Cash on Delivery,,0,,0
PAY1000647,ORD1000647,,UPI,Success,23341.66,0,0
PAY1000648,ORD1000648,10/27/2024,Cardless EMI,Success,1512,22.68,0
PAY1000649,ORD1000649,,,,4301.96,0,0
PAY1000650,,9/16/2024,Debit Card,Success,,0,0
,ORD1000651,9/17/2025,Pay Later,,3022.79,0,0
PAY1000652,ORD1000652,4/12/2023,,Failed,0,0,0
PAY1000653,ORD1000653,8/17/2024,Debit Card,Success,9166.5,0,0
PAY1000654,ORD1000654,,,Refunded,11762.1,,
,ORD1000655,,EMI,Refunded,47401.2,711.02,47401.2
PAY1000656,ORD1000656,,,Success,49617.22,0,0
PAY1000657,ORD1000657,7/6/2025,,Success,1443.17,0,0
PAY1000658,ORD1000658,12/4/2025,Credit Card,Success,7856.94,117.85,0
,ORD1000659,10/26/2023,Debit Card,Refunded,6515.78,0,
PAY1000660,ORD1000660,,,Success,2753.31,,0
PAY1000661,ORD1000661,7/25/2025,Debit Card,Refunded,15101.42,,15101.42
PAY1000662,ORD1000662,5/28/2023,Cash on Delivery,,101853.68,0,0
PAY1000663,ORD1000663,7/13/2023,,Success,570.36,2.85,0
PAY1000664,ORD1000664,7/4/2025,UPI,,3664.5,,0
,ORD1000665,,UPI,Refunded,,0,1321.42
PAY1000666,ORD1000666,,Credit Card,Success,58231.84,873.48,
PAY1000667,ORD1000667,6/9/2023,UPI,Success,47761.35,0,
PAY1000668,ORD1000668,10/31/2025,,Success,21752.01,0,0
PAY1000669,ORD1000669,5/6/2025,Debit Card,Success,,0,0
PAY1000670,ORD1000670,12/30/2025,UPI,Success,40648.12,0,
PAY1000671,ORD1000671,9/24/2025,,Success,3057.6,0,0
PAY1000672,ORD1000672,9/9/2025,Cash on Delivery,Success,7045.45,,0
PAY1000673,ORD1000673,,,Success,54232.5,0,0
PAY1000674,ORD1000674,11/16/2023,UPI,Success,7305.9,0,0
PAY1000675,ORD1000675,5/30/2024,,Success,22169.7,,0
PAY1000676,ORD1000676,6/16/2025,UPI,Success,,0,0
PAY1000677,ORD1000677,2/19/2024,UPI,Success,25394.04,0,0
PAY1000678,ORD1000678,5/28/2025,,Refunded,,0,34978.02
PAY1000679,ORD1000679,,UPI,Success,14887.01,0,0
PAY1000680,ORD1000680,9/3/2025,,Success,4802.65,0,
PAY1000681,ORD1000681,9/14/2025,,,1850.2,0,0
,ORD1000682,,UPI,Success,13422.36,0,0
PAY1000683,ORD1000683,6/29/2025,Wallet,Success,3129,15.64,0
PAY1000684,ORD1000684,,,Refunded,16045.16,0,16045.16
,ORD1000685,5/29/2025,Debit Card,Success,3790.5,0,0
PAY1000686,ORD1000686,11/9/2025,,Success,4155.27,0,0
PAY1000687,ORD1000687,5/22/2025,Cash on Delivery,Success,258.48,0,0
PAY1000688,ORD1000688,6/7/2023,UPI,Success,34107.52,0,0
PAY1000689,ORD1000689,4/20/2023,Wallet,Success,,323.25,0
PAY1000690,ORD1000690,10/9/2025,UPI,Success,54589.08,0,0
,ORD1000691,10/18/2025,Net Banking,Success,,0,0
PAY1000692,ORD1000692,2/16/2024,UPI,Success,39905.62,0,0
PAY1000693,ORD1000693,12/18/2025,,Success,4649.4,0,0
PAY1000694,ORD1000694,5/19/2024,Debit Card,Success,12864.28,0,0
PAY1000695,ORD1000695,9/22/2024,UPI,Success,23625,0,0
PAY1000696,ORD1000696,6/14/2025,Cash on Delivery,,15225,0,0
PAY1000697,ORD1000697,12/30/2025,Credit Card,Pending,0,0,
PAY1000698,ORD1000698,5/31/2025,,Success,2929.5,0,
PAY1000699,ORD1000699,,,Success,1890,0,0
PAY1000700,ORD1000700,9/19/2024,,,8046.99,0,0
PAY1000701,ORD1000701,11/4/2025,,Success,35291.02,0,
,ORD1000702,10/27/2025,,Not Charged,0,0,0
,ORD1000703,3/12/2023,,Success,107303.33,0,0
PAY1000704,ORD1000704,,Gift Card,,42044.94,0,0
PAY1000705,ORD1000705,2/5/2024,,Success,4438.72,0,
PAY1000706,ORD1000706,11/3/2025,UPI,Success,2436,0,0
PAY1000707,ORD1000707,12/6/2023,,Success,3801.63,0,0
PAY1000708,ORD1000708,12/8/2025,Cash on Delivery,Success,882,0,0
PAY1000709,ORD1000709,7/20/2023,,Success,22501.66,0,0
PAY1000710,,4/26/2023,UPI,Success,2800.24,0,0
PAY1000711,ORD1000711,11/12/2025,,Success,7203,108.04,
PAY1000712,ORD1000712,3/3/2025,Credit Card,Success,134367.98,2015.52,0
PAY1000713,ORD1000713,1/14/2025,Credit Card,Success,8212.89,123.19,0
PAY1000714,ORD1000714,9/22/2025,Net Banking,Success,43500.24,0,0
PAY1000715,ORD1000715,1/8/2024,Gift Card,,,0,0
PAY1000716,ORD1000716,10/28/2023,,,1226.61,0,0
PAY1000717,ORD1000717,8/31/2023,,,2122.78,0,
PAY1000718,ORD1000718,12/9/2024,,Success,15722.6,,0
PAY1000719,ORD1000719,11/1/2025,,Success,43717.22,0,0
PAY1000720,ORD1000720,12/1/2025,,Success,7097.9,106.47,0
PAY1000721,ORD1000721,12/21/2023,,,704.86,10.57,0
PAY1000722,ORD1000722,3/17/2025,Pay Later,Success,2425.5,0,0
PAY1000723,ORD1000723,,Net Banking,Success,3504.48,0,0
,ORD1000724,11/10/2023,,Refunded,51808.78,259.04,51808.78
PAY1000725,ORD1000725,2/2/2025,UPI,Success,48497.4,0,0
PAY1000726,ORD1000726,12/23/2025,,Success,3554.67,17.77,0
PAY1000727,ORD1000727,4/19/2025,UPI,,6242.72,0,
PAY1000728,ORD1000728,9/27/2025,,Success,1486.8,0,0
PAY1000729,ORD1000729,1/10/2025,Cash on Delivery,Success,9298.8,0,
,ORD1000730,3/27/2023,UPI,Failed,0,0,
PAY1000731,ORD1000731,4/26/2023,UPI,Success,18060,0,0
PAY1000732,ORD1000732,7/21/2025,UPI,Success,4882.5,0,0
PAY1000733,ORD1000733,,,Success,89057.69,0,0
PAY1000734,ORD1000734,5/26/2023,UPI,Failed,0,0,0
PAY1000735,ORD1000735,8/28/2023,UPI,Success,,0,0
,ORD1000736,7/2/2023,Gift Card,Refunded,34953.03,0,34953.03
PAY1000737,ORD1000737,4/27/2024,Cash on Delivery,Success,,0,
PAY1000738,ORD1000738,8/5/2024,Debit Card,Success,12338.02,0,0
PAY1000739,ORD1000739,,Cash on Delivery,Success,20950.81,0,0
PAY1000740,ORD1000740,12/28/2025,UPI,Success,4116.63,0,0
PAY1000741,ORD1000741,,,Success,4055.89,,0
PAY1000742,ORD1000742,9/3/2023,,,409054.59,0,0
PAY1000743,ORD1000743,2/11/2025,Cash on Delivery,Success,4895.1,0,0
PAY1000744,ORD1000744,3/26/2023,Credit Card,Success,8356.74,,0
PAY1000745,ORD1000745,4/23/2024,Net Banking,Refunded,,0,37707.81
PAY1000746,ORD1000746,6/6/2023,,Success,,0,0
PAY1000747,ORD1000747,8/15/2024,,Refunded,,279.46,55891.5
PAY1000748,ORD1000748,12/16/2025,Credit Card,Failed,0,0,0
PAY1000749,ORD1000749,11/10/2025,,Refunded,2932.02,0,
PAY1000750,ORD1000750,9/12/2024,UPI,Success,38956.37,0,0
PAY1000751,ORD1000751,12/29/2025,,Success,3885.84,0,0
,ORD1000752,4/19/2025,EMI,Success,7753.2,116.3,
PAY1000753,ORD1000753,7/28/2025,,Success,28834.05,0,0
PAY1000754,ORD1000754,8/24/2023,,Success,7590.87,,0
PAY1000755,ORD1000755,3/22/2025,,,0,0,
PAY1000756,ORD1000756,12/19/2023,,,,0,
PAY1000757,ORD1000757,,Pay Later,Success,13701.87,0,0
PAY1000758,ORD1000758,9/18/2023,Debit Card,Refunded,164222.94,0,164222.94
PAY1000759,ORD1000759,4/23/2023,UPI,Success,5539.07,0,
PAY1000760,ORD1000760,1/22/2024,,Success,36590.87,0,0
PAY1000761,,10/13/2024,,Success,83397.04,1250.96,0
,ORD1000762,12/30/2025,,Success,2881.62,43.22,
PAY1000763,ORD1000763,11/24/2023,,Success,83871.58,0,0
,ORD1000764,7/4/2025,,Refunded,34183.59,0,34183.59
PAY1000765,ORD1000765,6/19/2023,Debit Card,Success,326.54,0,0
PAY1000766,ORD1000766,6/23/2025,,Success,11594.2,173.91,
PAY1000767,ORD1000767,12/7/2025,,Success,6866.16,0,0
PAY1000768,ORD1000768,4/14/2023,UPI,Success,2122.47,0,0
PAY1000769,ORD1000769,12/4/2025,Cash on Delivery,Success,462.65,0,
PAY1000770,ORD1000770,10/28/2023,,Not Charged,,0,0
,,,,Success,1726.2,0,0
PAY1000772,ORD1000772,10/21/2025,Cash on Delivery,Success,2654.08,0,0
PAY1000773,ORD1000773,9/2/2025,,Success,20707.58,0,0
PAY1000774,ORD1000774,10/30/2024,,Success,66184.12,0,0
PAY1000775,ORD1000775,3/15/2024,UPI,Success,12884.76,0,0
PAY1000776,ORD1000776,4/3/2025,,Success,7447.23,0,0
PAY1000777,ORD1000777,11/3/2024,,,4641,0,
PAY1000778,ORD1000778,,,,3072.3,0,3072.3
PAY1000779,ORD1000779,10/29/2025,UPI,Success,24155.57,0,
PAY1000780,ORD1000780,12/14/2025,,,7738.5,0,0
PAY1000781,ORD1000781,5/29/2024,UPI,Success,,0,0
PAY1000782,ORD1000782,6/24/2025,UPI,Refunded,1060.5,0,1060.5
PAY1000783,ORD1000783,11/21/2024,,Refunded,4757.55,0,4757.55
PAY1000784,ORD1000784,11/29/2025,,Not Charged,0,0,0
PAY1000785,ORD1000785,3/13/2024,,Success,6976.72,0,
PAY1000786,ORD1000786,12/25/2025,Net Banking,Success,4179,0,0
PAY1000787,ORD1000787,,UPI,Success,44257.5,0,0
PAY1000788,ORD1000788,10/13/2024,Cash on Delivery,Success,6545.07,0,0
PAY1000789,ORD1000789,12/22/2025,UPI,Refunded,2089.5,0,2089.5
,ORD1000790,5/28/2023,UPI,Success,,0,0
,ORD1000791,6/8/2023,,Success,7287,0,0
PAY1000792,ORD1000792,6/18/2025,Net Banking,Refunded,67134.38,0,67134.38
,ORD1000793,11/13/2024,Credit Card,Refunded,2067.45,31.01,
,ORD1000794,,Debit Card,Success,2689.05,0,0
,ORD1000795,1/21/2025,Credit Card,,7615.02,114.23,
PAY1000796,ORD1000796,1/12/2024,,,1705.73,0,0
PAY1000797,ORD1000797,11/27/2025,,,35405.58,531.08,35405.58
PAY1000798,ORD1000798,12/12/2025,UPI,Success,23940,0,0
PAY1000799,ORD1000799,4/30/2023,,Success,4089.75,,0
PAY1000800,ORD1000800,,Net Banking,Success,19350.29,0,0
PAY1000801,ORD1000801,9/20/2023,Cash on Delivery,Refunded,1069.42,0,1069.42
PAY1000802,ORD1000802,10/9/2025,,Success,9919.66,0,0
PAY1000803,ORD1000803,9/19/2025,,Not Charged,0,0,0
PAY1000804,ORD1000804,3/30/2025,Cash on Delivery,Success,2028.6,0,
PAY1000805,ORD1000805,9/25/2025,,Success,,357.68,0
PAY1000806,ORD1000806,,UPI,Success,21319.83,,
